element_index,Revit model,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Cumulative material volume (m3),Tally Entry Division,Tally Entry Category,Tally Entry Name,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
Element_10,tm_2_dummy,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,tm_2_dummy,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_12,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_13,tm_2_dummy,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_14,tm_2_dummy,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_15,tm_2_dummy,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_16,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_17,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_18,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_19,tm_2_dummy,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_20,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_21,tm_2_dummy,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_22,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_23,tm_2_dummy,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_24,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_25,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_26,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_27,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_28,tm_2_dummy,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_29,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_30,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_31,tm_2_dummy,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[B2-B5] Maintenance and Replacement,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_32,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[B2-B5] Maintenance and Replacement,30,8.890145493,0.561083289,5667.224782,6.63e-10,207.4852586,92434.67586,88961.29223,3525.491629,19056.46429
Element_33,tm_2_dummy,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[B2-B5] Maintenance and Replacement,7,27.73796577,1.460903601,7411.266126,3.95e-09,534.5057972,176306.9071,159423.9995,16885.33522,2930.45086
