element_index,prebuilt_scenario,Revit model,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Cumulative material volume (m3),Tally Entry Division,Tally Entry Category,Tally Entry Name,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
Element_9,100% landfill,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,26.24264235,1.330774431,11558.23483,1.04E-09,521.9847987,97226.83887,90917.13252,6424.428291,
Element_10,100% landfill,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.286123188,0.014493782,61.91518151,1.14E-11,5.675558306,1060.062956,989.7047954,69.8891064,
Element_11,100% landfill,tm_1,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,717.9468771,186.7305779,186730.5779,1.50E-09,2414.619542,102057.9193,95940.88313,6068.743782,
Element_12,100% landfill,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,48.48390917,2.45863758,21354.11519,1.94E-09,964.3793954,179628.9093,167971.5761,11869.28487,
Element_13,100% landfill,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.633108764,0.032070591,137.000585,2.52E-11,12.55838696,2345.616077,2189.933594,154.6445997,
Element_14,100% landfill,tm_1,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.16720305,0.063753681,10.58551686,1.95E-12,1.402580984,181.3972662,169.6088498,11.95682245,
Element_15,100% landfill,tm_1,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,278.4768804,72.42896441,72428.96441,5.82E-10,936.5814362,39586.17537,37213.5024,2353.941344,
Element_16,100% landfill,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,24.13421256,1.223855151,10629.604,9.60E-10,480.0466323,89415.27932,83612.51783,5908.266245,
Element_17,100% landfill,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.232152836,0.011759873,50.2363512,9.26E-12,4.60499886,860.1072251,803.0204624,56.70618431,
Element_18,100% landfill,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,16.8939488,0.856698606,7440.722802,6.72E-10,336.0326427,62590.69553,58528.76249,4135.786371,
Element_19,100% landfill,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.162506985,0.008231912,35.16544584,6.48E-12,3.223499202,602.0750576,562.1143238,39.69432902,
Element_20,100% landfill,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,1771.209168,460.6732367,460673.2367,3.69E-09,5956.981508,251781.7518,236690.732,14971.88019,
Element_21,100% landfill,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,751.5114065,195.4603658,195460.3658,1.58E-09,2527.50473,106829.1999,100426.1879,6352.461888,
Element_22,100% landfill,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,89.68713339,4.548068841,39501.54618,3.57E-09,1783.940795,332283.4778,310719.3584,21956.19441,
Element_23,100% landfill,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,7.088535926,0.359075016,1533.912692,2.82E-10,140.6086634,26262.44457,24519.36197,1731.462054,
Element_24,100% landfill,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.045101292,0.002277173,9.727729505,1.79E-12,0.893182437,166.6979102,155.643672,11.01002112,
Element_25,100% landfill,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.222741183,0.011301647,48.27887705,8.88E-12,4.421906238,827.324393,773.5592799,54.53318612,
Element_26,100% landfill,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,2.383963683,0.908993346,150.9271971,2.78E-11,19.99785363,2586.343334,2418.265319,170.4791295,
Element_27,100% landfill,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.037001889,0.001878704,7.991645112,1.47E-12,0.733362183,137.3265986,127.7900292,9.040667741,
Element_28,100% landfill,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[C2-C4] End of Life,60,0.010076669,0.000510023,2.176263227,4.01E-13,0.199800276,37.38518171,34.90934186,2.463460649,
Element_29,100% landfill,tm_1,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[C2-C4] End of Life,60,5.59708613,0.283990085,1213.161526,2.24E-10,111.114567,20789.17706,19438.15626,1370.321087,
Element_30,100% landfill,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[C2-C4] End of Life,60,0.043560782,0.002204796,9.407844575,1.74E-12,0.863723615,161.6137122,150.9108174,10.64938038,
Element_31,100% landfill,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[C2-C4] End of Life,60,77.06434158,40.018575,11136.59773,1.85E-10,182.0273469,17242.28889,16121.76879,1136.52753,
Element_32,100% landfill,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[C2-C4] End of Life,30,5.802693375,0.294422373,1257.726643,2.31E-10,115.1963266,21552.86111,20152.21098,1420.659413,
Element_33,100% landfill,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[C2-C4] End of Life,7,0.111540287,0.005659433,24.1762196,4.44E-12,2.214321932,414.2924904,387.3689732,27.30813896,
Element_1,100% inceration,tm_1,Curtainwall Mullions,Mullion,Rectangular Mullion: 1 Square,Aluminum,Enclosure,1.302837136,08 - Openings and Glazing,Mullion,"Aluminum mullion, custom finish",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.052397318,0.002658582,11.35705426,2.09E-12,1.040202925,194.6186116,181.970983,12.82830902,
Element_2,100% inceration,tm_1,Curtainwall Panels,Panel,System Panel: Glazed,Glass,Enclosure,23.79873641,08 - Openings and Glazing,Glass,"Glazing, double pane IGU",Glazing,"Glazing, double, insulated (air)",[C2-C4] End of Life,40,13.02506717,0.660877792,2823.167269,5.18E-10,258.5764567,48378.82093,45234.8392,3188.895756,
Element_3,100% inceration,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,223.9372147,11.35594182,98630.27053,8.90E-09,4454.270282,829669.025,775826.1974,54821.7881,
Element_4,100% inceration,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,2.441584531,0.123680266,528.3428822,9.73E-11,48.43143088,9045.87056,8445.480922,596.3870413,
Element_5,100% inceration,tm_1,Floors,Floor,CLT,Wood - Stained,Superstructure,0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,6126.480019,1593.434265,1593434.265,1.28E-08,20604.75342,870894.2448,818695.536,51786.6136,
Element_6,100% inceration,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[C2-C4] End of Life,20,5.01798825,1.913333648,317.6855871,5.86E-11,42.09334029,5443.975741,5090.18952,358.8403107,
